#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-30 21:21:37
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 03:39:46 W3SVC805 GET /wood.jpg - - 66.102.6.66 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.2.1;+en-us;+Nexus+5+Build/JOP40D)+AppleWebKit/535.19+(KHTML,+like+Gecko;+googleweblight)+Chrome/38.0.1025.166+Mobile+Safari/535.19 - http://www.ashokafurniturehouse.com/css/style.css www.ashokafurniturehouse.com 200 0 0 858821 440 2034
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 04:12:47
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 04:12:47 W3SVC805 GET / - - 37.1.201.71 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US;+rv:1.9.1.6)+Gecko/20091201+Firefox/3.5.6+(.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) - - ashokafurniturehouse.com 200 0 0 6281 304 839
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 05:13:59
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 05:13:58 W3SVC805 GET / - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - https://www.google.co.in/ www.ashokafurniturehouse.com 200 0 0 6281 467 658
2018-05-01 05:14:00 W3SVC805 GET /css/style.css - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 200 0 0 1676 394 180
2018-05-01 05:14:01 W3SVC805 GET /logo2.png - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 200 0 0 95368 411 340
2018-05-01 05:14:08 W3SVC805 GET /bg10.jpg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/css/style.css www.ashokafurniturehouse.com 200 0 0 1458428 423 7211
2018-05-01 05:14:09 W3SVC805 GET /wood.jpg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/css/style.css www.ashokafurniturehouse.com 200 0 0 858821 423 8489
2018-05-01 05:14:09 W3SVC805 GET /favicon.ico - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 404 0 2 5419 413 79
2018-05-01 05:14:20 W3SVC805 GET /index.html - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 200 0 0 6281 488 96
2018-05-01 05:14:25 W3SVC805 GET /testimonial.html - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/index.html www.ashokafurniturehouse.com 200 0 0 8801 504 98
2018-05-01 05:14:37 W3SVC805 GET /products.html - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/testimonial.html www.ashokafurniturehouse.com 200 0 0 8756 507 93
2018-05-01 05:14:38 W3SVC805 GET /img/bedroom/20.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 80096 434 552
2018-05-01 05:14:38 W3SVC805 GET /img/bedroom/1.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 81597 433 693
2018-05-01 05:14:38 W3SVC805 GET /img/dining/16.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 61551 433 640
2018-05-01 05:14:39 W3SVC805 GET /img/bedroom/8.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 183975 433 2179
2018-05-01 05:14:39 W3SVC805 GET /img/living/4.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 229039 432 1053
2018-05-01 05:14:40 W3SVC805 GET /img/living/11.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 51550 433 244
2018-05-01 05:14:40 W3SVC805 GET /img/living/6.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 159665 432 530
2018-05-01 05:14:40 W3SVC805 GET /img/living/9.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 53549 432 554
2018-05-01 05:14:40 W3SVC805 GET /img/living/17.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 84531 433 366
2018-05-01 05:14:41 W3SVC805 GET /img/living/3.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 89507 432 305
2018-05-01 05:14:41 W3SVC805 GET /img/living/1.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 99163 432 591
2018-05-01 05:14:41 W3SVC805 GET /img/living/2.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 98880 432 3080
2018-05-01 05:14:41 W3SVC805 GET /img/living/7.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 148192 432 239
2018-05-01 05:14:41 W3SVC805 GET /img/bedroom/2.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 86423 433 3757
2018-05-01 05:14:41 W3SVC805 GET /img/accesories/18.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 36281 437 232
2018-05-01 05:14:41 W3SVC805 GET /img/accesories/19.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 45972 437 114
2018-05-01 05:14:41 W3SVC805 GET /img/accesories/15.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 58737 437 265
2018-05-01 05:14:42 W3SVC805 GET /img/dining/13.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 129693 433 4363
2018-05-01 05:14:42 W3SVC805 GET /img/accesories/3.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 130864 436 621
2018-05-01 05:14:42 W3SVC805 GET /img/living/5.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 146148 432 4484
2018-05-01 05:14:42 W3SVC805 GET /img/accesories/1.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 104563 436 952
2018-05-01 05:14:42 W3SVC805 GET /img/accesories/22.jpeg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 84126 437 1114
2018-05-01 05:15:08 W3SVC805 GET /index.html - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/products.html www.ashokafurniturehouse.com 200 0 0 6281 501 78
2018-05-01 05:15:08 W3SVC805 GET /css/style.css - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/index.html www.ashokafurniturehouse.com 200 0 0 1676 404 90
2018-05-01 05:15:12 W3SVC805 GET /bg10.jpg - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/css/style.css www.ashokafurniturehouse.com 200 0 0 1458428 423 3899
2018-05-01 05:15:12 W3SVC805 GET /testimonial.html - - 47.31.129.203 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/index.html www.ashokafurniturehouse.com 200 0 0 8801 504 94
2018-05-01 05:18:58 W3SVC805 GET /testimonial.html - - 64.233.173.60 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/index.html www.ashokafurniturehouse.com 200 0 0 8801 655 116
2018-05-01 05:18:59 W3SVC805 GET /css/style.css - - 64.233.173.62 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/testimonial.html www.ashokafurniturehouse.com 200 0 0 1676 561 41
2018-05-01 05:18:59 W3SVC805 GET /logo2.png - - 64.233.173.62 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/testimonial.html www.ashokafurniturehouse.com 200 0 0 95368 578 191
2018-05-01 05:19:00 W3SVC805 GET /wood.jpg - - 64.233.173.60 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/css/style.css www.ashokafurniturehouse.com 200 0 0 858821 574 323
2018-05-01 05:19:04 W3SVC805 GET /favicon.ico - - 64.233.173.33 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+A37f+Build/LMY47V)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/64.0.3282.137+Mobile+Safari/537.36 - http://www.ashokafurniturehouse.com/testimonial.html www.ashokafurniturehouse.com 404 0 2 5419 580 71
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 09:09:11
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 09:09:11 W3SVC805 GET /css/style.css - - 27.0.223.72 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.117+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 200 0 0 1676 359 112
2018-05-01 09:09:11 W3SVC805 GET / - - 27.0.223.72 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.117+Safari/537.36 - https://www.google.co.in/ www.ashokafurniturehouse.com 200 0 0 6281 432 861
2018-05-01 09:09:19 W3SVC805 GET /logo2.png - - 27.0.223.72 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.117+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 200 0 0 95368 376 2495
2018-05-01 09:09:26 W3SVC805 GET /wood.jpg - - 27.0.223.72 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.117+Safari/537.36 - http://www.ashokafurniturehouse.com/css/style.css www.ashokafurniturehouse.com 200 0 0 858821 388 9452
2018-05-01 09:09:34 W3SVC805 GET /bg10.jpg - - 27.0.223.72 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.117+Safari/537.36 - http://www.ashokafurniturehouse.com/css/style.css www.ashokafurniturehouse.com 200 0 0 1458428 388 18007
2018-05-01 09:09:34 W3SVC805 GET /favicon.ico - - 27.0.223.72 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.117+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 404 0 2 5419 378 126
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 09:46:19
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 09:46:19 W3SVC805 GET /robots.txt - - 157.55.39.6 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - - ashokafurniturehouse.com 404 0 2 5413 257 683
2018-05-01 09:46:21 W3SVC805 GET / - - 157.55.39.174 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - - ashokafurniturehouse.com 200 0 0 6281 279 725
2018-05-01 09:46:23 W3SVC805 GET /css/style.css - - 40.77.188.83 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - http://ashokafurniturehouse.com/ ashokafurniturehouse.com 200 0 0 1676 269 264
2018-05-01 09:46:25 W3SVC805 GET /logo2.png - - 40.77.188.83 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - http://ashokafurniturehouse.com/ ashokafurniturehouse.com 200 0 0 95368 250 1506
2018-05-01 09:46:26 W3SVC805 GET /wood.jpg - - 40.77.188.83 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - http://ashokafurniturehouse.com/ ashokafurniturehouse.com 200 0 0 858821 249 2494
2018-05-01 09:46:27 W3SVC805 GET /robots.txt - - 157.55.39.172 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - - ashokafurniturehouse.com 404 0 2 5413 257 460
